"","meanfreq","sd","Q25","IQR","sp.ent","sfm","meanfun","label"
"76",0.314793888760967,-0.326096598007252,0.337800417076278,-0.482071510296381,0.508546598128895,-0.258403841750963,0.284970502516094,"male"
"77",0.20833200361106,-0.0376260557848959,0.0532003785127884,0.473957018184215,0.158292545899017,-0.617486773331732,-0.142678034363514,"male"
"78",0.115257624299883,-0.0980062225335059,0.21455862343095,-0.207073791318564,0.838330944157483,0.110064901773223,-0.281363383303891,"male"
"79",0.639591728621381,-0.0787181541576381,0.537052758500651,-0.173673346554799,0.433685112107577,0.026492934342293,0.504580807376745,"male"
"80",-0.174636368072292,-0.0961954658776962,0.160444922611158,-0.408695845243407,0.865585193938092,0.587793979697079,0.203686287107032,"male"
"82",0.0576086046275576,-0.489508450471699,0.249545742541723,-0.640995051818409,0.268742520400377,-0.59374403864669,0.140669315656377,"male"
"83",0.519979149474399,0.0288500170485992,0.322015277399577,0.187071660547567,0.609104847253805,-0.0769211030584136,0.781042702805618,"male"
"84",0.347762596949978,-0.000189242843045889,-0.0160705869314008,0.263107832936453,0.277794937632889,-0.50217890281255,-1.92579301736427,"male"
"85",0.504695899570949,-0.191920228807248,0.27924192742057,0.0225519531740534,0.711842496021871,-0.630568922095555,-1.91271707303813,"male"
"86",0.352801961478603,-0.316100595630421,0.261603681447735,-0.205824415941835,0.384330118200384,-0.694814223944248,-2.38293259878728,"male"
"90",0.423907203113097,-0.286766947557638,0.479363093563427,-0.291688046828877,0.32382380170155,-0.636510814834803,-1.89763438915034,"male"
"91",0.581216651207489,-0.154433316131901,0.315344098804869,-0.0753645803911977,0.191827037683183,-0.769572369003783,-0.952933806934033,"male"
"92",0.597350504506729,-0.0223065987040068,0.395465627583746,-0.0561720664074537,0.241265658059827,-0.564730230775558,-2.18765647589533,"male"
"93",0.849179846516527,-0.149179425230826,0.462967169117394,0.238790256167517,0.357676460553139,-0.84827646802799,-2.15931382761248,"male"
"95",-2.51102981329072,1.44850705155908,-2.41766741581459,1.89722436270809,-0.0406254346441947,0.818698200438516,-1.69910307883437,"male"
"97",-2.06901004634695,1.55874155752047,-1.95020364430078,1.64217127722622,-0.249031743067145,1.10371400662186,-1.54300146005835,"male"
"98",-3.28837340545227,1.42875024511866,-2.7146509142667,0.865769204144659,0.241758138480985,0.864501735393213,-1.715632247806,"male"
"99",-1.67903082095583,1.54667289885343,-1.19500803943923,0.894396327683244,0.117293908293168,0.992823983856,-1.62288230547446,"male"
"101",-2.03657612535414,1.46194584728452,-1.64833617670548,1.12576691975806,-0.894826345318969,0.547284772363581,-1.90703120295603,"male"
"102",-2.47497056398647,1.79131896713641,-2.59589724264778,2.18666632480911,-0.939730712441132,0.838917263544438,-1.48227456287235,"male"
"103",-2.67402705601253,1.40412128204305,-2.28544494961362,1.48030465614584,0.296712853446232,1.17619207663651,-1.89547213692833,"male"
"104",-0.381072046556057,0.588775737825203,-0.328354148960983,0.791283866260323,0.552773379004493,0.427466053574365,-0.998035023504974,"male"
"106",-0.667871638945364,0.690632788384732,-0.855026593613112,0.656397604611485,0.863983272166076,0.894377884796115,-1.40207601022015,"male"
"107",-0.536357707681926,0.60370689160979,-0.442022657863641,0.60446392250776,1.28421349739561,1.22693115756443,-0.490682248869104,"male"
"109",-0.141097307174206,0.0816705528563853,-0.305508489428791,0.470513118538877,0.310938145312698,-0.280786495799237,-0.454505054478175,"male"
"112",-0.238982082803028,0.475176936612599,-0.479687122913325,0.930308573592971,0.326276026348743,0.0587458395464327,-1.00128411031877,"male"
"113",-0.43062411911144,0.371209478103506,-0.490698128945288,0.698974264388149,0.688861187528112,0.303209159111029,-0.968236429979083,"male"
"114",-0.386193589914796,0.663080589871287,-0.506392875327547,0.915571909636543,0.589090594665264,0.419237880980176,-0.981799523793146,"male"
"116",-2.14345486025624,1.71563075970772,-2.35520080010336,1.30863118699794,-0.540128867509755,0.987233728747896,-1.32410094779534,"male"
"118",-1.664788873696,1.31147332624867,-0.886595766606308,-0.110448296377945,-1.14934094197441,0.208019322893265,-1.52287197374818,"male"
"121",-0.538316935805336,0.80665708439808,-0.924726225373642,1.10225645116097,0.55951428678579,0.658687967233304,-1.75557820465887,"male"
"122",-0.20268018399179,0.57111248547895,-0.669012766291488,0.80627828054459,0.604922993551795,0.261528457306779,-2.17961171703108,"male"
"123",-0.533052053493842,0.973372308579558,-0.926884412651901,1.31631994063329,0.575501310460004,0.879195768851181,-1.85883269346035,"male"
"124",-0.614734442643121,1.14958998967383,-1.04842634722205,1.535658519646,0.202106699133214,0.624433778446112,-2.65479032659211,"male"
"125",-0.286123953445891,0.943012306761938,-0.892217252318057,1.39251972765603,0.397826709014793,0.438449786533057,-2.07022552105306,"male"
"126",-0.441257893401152,0.819618946963944,-0.879762339751539,1.16478099107089,0.580935628751459,0.625862003213669,-1.90647293414706,"male"
"128",-0.484810564681384,1.16856473473455,-1.08783688546729,1.61367830544294,0.245119989255163,0.543125458728865,-2.5334302528067,"male"
"131",0.665426339049172,-0.199719737731561,0.308065421288418,0.0658739467178902,0.464092608409525,-0.6030553804841,-0.826027093275108,"male"
"132",0.928220964920087,-0.265888738510879,0.715193249182076,-0.228244556655091,0.158318470593669,-0.944028336473534,-0.856775362203299,"male"
"136",-2.44273666501805,1.39810021247997,-2.25157717602586,1.54113661264198,1.43045106094837,1.80667062264086,-1.25966433150425,"male"
"137",-2.17396649833217,1.47754182101702,-2.04738125319518,1.45985689428696,1.57655767016305,1.97910810642981,-1.21574709428217,"male"
"138",-2.26297292119915,1.25102819624002,-1.99804167726965,1.39743117022032,1.48011041298885,1.80101574242536,-1.49062822956887,"male"
"139",-3.2006322508013,1.35247856735674,-2.59464649878716,0.744707041052451,0.730806807669661,1.0798267024008,-1.04517700401217,"male"
"141",-2.25921062893968,1.24681368387065,-1.99800867282623,1.2628681361554,1.5600768905648,1.85892435288132,-1.32987097349122,"male"
"146",-1.19928967411689,1.61614356857473,-0.918305456840914,0.946081871092052,0.938069216729589,1.51309428478524,-1.01162170850942,"male"
"147",-1.418496008072,1.72478852281881,-1.48379405880164,1.62640516352178,0.951202297743868,1.44791277953011,-1.16325949162384,"male"
"148",-2.77398221041851,1.70441196420366,-2.51763719344559,2.06400096273415,0.716492333089261,1.24031220102835,-1.26429213026889,"male"
"149",-1.48489620270047,1.35905034509733,-1.43836090275794,1.11120960405798,1.61105504302564,1.95560573421375,-0.932569648069477,"male"
"150",-1.51021259777802,2.03677844560995,-1.93092892280996,2.18035076351122,0.769985716356874,1.43115582212602,-1.56180514096485,"male"
"151",-2.50798136015537,1.95946019223292,-2.56055741190481,2.09388614095911,0.259325427296913,1.15083850928969,-1.23842679905719,"male"
"152",-2.28191829674852,1.72897458737772,-2.38430505530342,2.05450679358264,0.348976202008202,1.16160021341907,-1.1507220330779,"male"
"153",-2.15984901075829,1.92721497492351,-2.40329881287143,2.27669230441632,0.179922147081259,1.06545222560425,-1.18035456049725,"male"
"154",-2.26015531601864,1.64298989368186,-2.39508288133317,2.05470458877328,-0.377425249190931,0.758043578717115,-1.09646798429518,"male"
"157",-0.532563122271516,0.944479051252738,-0.980188967578969,1.3302888936346,0.530386026026888,0.667458642318069,-1.97373565190383,"male"
"158",-0.504680429087872,0.764165024287739,-0.884248117683809,0.930020553943442,0.539825474130736,0.628418060961682,-2.03720830972623,"male"
"160",-0.354190009917806,0.958577527280774,-0.99236806257988,1.47633310434337,0.426670581243312,0.425548724986858,-2.14635433345065,"male"
"161",-0.592506603383044,0.655682047574233,-0.83145453123933,0.76899445050986,0.696653943186806,0.709127543463566,-2.19832428977867,"male"
"163",-0.665888202025201,0.842962344093156,-0.940016307224306,0.967300262327799,0.556471150274375,0.826811058975493,-2.20812962163957,"male"
"164",-0.368703084755554,0.974049289984188,-0.961914519979893,1.40306495539661,0.451082560642742,0.413906247266981,-2.2996541996953,"male"
"166",-0.399389029207021,0.89774667423517,-0.609769921535873,0.699640660758337,0.943200242659798,1.21334807832062,-1.05286024181056,"male"
"167",-0.482562017434099,1.22779221794855,-0.658765014243561,0.874664861804074,1.4819458524211,1.81229261212804,-1.22060044479794,"male"
"169",-1.07508411300944,1.74955139731484,-1.43467876662848,1.51761408025949,1.64456958011487,2.10810254373103,-0.991983953968803,"male"
"170",-1.41153453749301,1.86540868365789,-1.8521541007921,1.83429056099124,1.58617456365924,2.03342753222731,-1.10255303428358,"male"
"171",-1.00948677347038,1.80162953926137,-1.45418354098175,1.68539306153633,1.64875202057157,2.10404803912585,-1.01580920309306,"male"
"172",-0.889134259513163,1.66124968609416,-1.11078322475642,1.23642588502559,1.62017018727086,1.99427868926418,-1.07788494206627,"male"
"173",-0.872213984726149,1.56590680375154,-1.05515573557064,1.04739748765778,1.43665463989715,1.79759126133315,-1.23781445696354,"male"
"174",-0.461307744276158,1.06178967535457,-0.680868692778827,0.715843215708181,1.21082821791532,1.37475803849419,-1.71881557145949,"male"
"175",0.264332934341011,0.802207838317651,-0.130353228462929,0.916926694780702,-0.000363431962167719,-0.420591066381521,-1.60560160454505,"male"
"176",-1.53570663926451,0.295522804166321,-1.06153254530657,0.385227507195523,0.799561386113843,0.86006650899998,-1.74098059975431,"male"
"177",-1.30010719467027,0.600124016174628,-1.08944896012587,0.5203026319215,0.87646160556481,0.958695223198364,-1.68073634916443,"male"
"178",-1.33231567620632,0.49466852936054,-1.00253354505909,0.5945436142744,0.727753778457306,0.895804750449931,-1.98203319653456,"male"
"179",-1.14388873326014,0.54738123990041,-0.892817997521938,0.820474234085271,0.878395284321766,0.939986099153292,-0.936064387595801,"male"
"182",-1.30335550509845,0.419470285830368,-1.02639469874426,0.705805927010821,0.822679738979349,0.76295507961739,-1.47713452658666,"male"
"183",-1.38960272164486,0.389435023456075,-1.01969775594422,0.553127531942445,0.799903791254858,0.834480080962029,-1.15452561006597,"male"
"185",-1.19947736050111,0.610869596192421,-1.0566949655069,0.952173401771643,0.807730918616031,0.879574786295721,-1.39069034264354,"male"
"187",-1.58685999388542,1.10880433321026,-1.44531838664446,0.885220744495137,1.55672650705729,2.00740931995103,-0.625340083492845,"male"
"188",-2.34722653021476,1.23223966238599,-2.07455861310872,1.00874742021147,1.69152725252542,2.14886115922,-0.0230617289896883,"male"
"190",-1.58139030557067,1.22440361721243,-1.27106217101688,1.05891299604801,1.49500831725785,2.048573092281,-1.05889075176793,"male"
"192",-2.07422697530103,1.19879806661728,-1.90098498411809,0.894086390069943,1.34202990993742,1.730078866477,-1.38396992475709,"male"
"194",-2.24424287765063,1.18337816773517,-2.12571639083712,1.34938243104587,1.24957330009436,1.51763604039352,-0.868951390664299,"male"
"195",-1.00422147963607,1.06323344523155,-0.50564967536153,0.461898427211238,0.532354855573589,1.13237513611511,-0.58078359835823,"male"
"198",-1.18243972182247,1.28639577470431,-1.17382987615217,0.877861747884799,1.25762886407229,1.51809206446776,-1.59165149160982,"male"
"199",-1.40758651083994,1.04171142214135,-1.21464108167169,0.645229084950192,1.59600734515735,2.00064284872357,-1.49515853258639,"male"
"200",-1.0632751906668,1.00749030286563,-1.09271920164198,0.686529523244725,1.26366725952158,1.56003278692277,-1.58720567212349,"male"
"201",-1.19926289901614,1.38828481859645,-1.2337341506678,1.05154552789261,1.67521685101138,2.1360107492167,-1.52733747740422,"male"
"203",-1.06733205064404,1.21718169639552,-1.0037003080738,0.640271180385593,1.29038751864829,1.5400241827118,-1.11855391404751,"male"
"204",-0.701963287459915,1.22261352006197,-0.860812938218282,0.960744628302324,1.72935092395545,2.07378241310033,-1.54809449983249,"male"
"208",-0.421220250525911,0.991332318466232,-0.438939810877698,0.39871957478515,1.30867955085023,1.26058336943722,-0.694280275850656,"male"
"211",-1.06005110556995,1.56128394049831,-1.17709154524326,1.13366473917045,1.50677719158594,1.86079592614548,-0.670319354578451,"male"
"212",-0.85256839299835,1.53066426253036,-0.808391747183531,0.996456474488778,1.12847267306893,1.36522454046478,-0.838885574772976,"male"
"214",-0.47777280286258,0.662321113323384,-0.473456183153579,0.270521345860293,0.811116449775104,0.83127807171584,-1.53505422840655,"male"
"215",-1.03329782206678,1.22522662764233,-0.683219636328474,0.48475836694257,1.24279804381143,1.56195440100992,-1.08761500061855,"male"
"217",-0.109120242764696,0.151314834371816,-0.317695713731297,0.440560499461261,0.990590791458451,0.565814310693207,-0.700257532322339,"male"
"218",-0.258113714916458,0.362785968320549,-0.467198108372856,0.512699090925983,0.349417402298997,0.32193432230527,-0.816850955829095,"male"
"219",-0.576183207839299,0.51178420004171,-0.592287304738402,0.583383353843499,1.00490300765725,1.12567433411269,-1.10528828890269,"male"
"220",0.156614534934568,0.254644092501787,-0.242040265002936,0.581575297529693,0.655422820946998,0.00565111805621807,-0.781370885072354,"male"
"221",-0.592025265271817,0.620034903188204,-0.770205484786392,0.589742287635307,0.720053098993815,0.824161400110529,-1.22741721869566,"male"
"222",-0.199432727586945,0.267553418194968,-0.512732542886965,0.499845365401042,0.723083512002546,0.305365939130495,-0.969090634203373,"male"
"224",0.2583836344038,0.415702643705587,-0.30233423691191,0.699617961914928,0.6722118343381,0.210505795273477,-0.820600528473956,"male"
"225",-0.089803082430013,0.41290858886663,-0.4186756155201,0.530902364211804,0.87125154303633,0.71574346142287,-0.91589541378918,"male"
"226",-0.203927609774088,0.241569410487346,-0.480533229814451,0.512699090925983,0.560226426131527,0.406020665060761,-1.16636912061143,"male"
"228",-1.90003184377915,1.38224047325052,-1.78330397252023,1.64320247783847,1.10721854833996,1.40086394081308,-0.820285357967743,"male"
"231",-1.87259437439841,1.24198662142718,-1.46994929650606,1.11785989152505,0.73054344893294,1.17827745603487,-0.822049353388536,"male"
"232",-1.48358042132176,1.29134530877948,-0.806042799980972,0.813589140934204,0.487186636500643,0.756532750828585,-0.710351068571224,"male"
"233",1.09719697826449,0.0347565055454878,0.0255881663725079,0.747344687283254,-0.787352047553703,-1.8210907816529,-0.282915717070054,"male"
"235",-1.67961343186683,1.34498586118355,-1.43552055281374,1.36991477294522,1.31000779390719,1.59933730227696,-0.853437337497366,"male"
"236",-1.30816180240459,1.16430001913193,-0.801978867428764,0.808533786872177,0.703758636717228,1.01735870626506,-0.817754609898734,"male"
"238",-2.25571648457576,1.3739628633515,-2.05468931803677,1.53464337020945,1.27197464537114,1.48115931338334,-1.1951959705491,"male"
"239",-2.125271293723,1.26525538741123,-1.91704738414754,1.4262957910292,1.11140582916318,1.37179776949716,-0.876157709536573,"male"
"240",-1.93849229996931,1.06543728854672,-1.49329206477866,1.1472964217459,0.828650461949855,1.14696294923931,-0.651187910528987,"male"
"241",-1.9616661233485,1.35544245524473,-1.72724982610739,1.52593878955412,1.51709017842176,1.90175448656676,-0.552642108243039,"male"
"244",-1.96116826605174,1.053501979029,-1.55649791423006,0.738057247475299,1.28814420127059,1.78060011072554,-1.21511049513212,"male"
"246",-2.42330083453431,0.749753405243553,-1.90499984705142,0.36098924498149,1.40305777770169,1.75171457270596,-1.11310837634549,"male"
"248",-2.08764643350989,1.71668572132506,-2.30770524625385,1.94520964023828,-1.52264207371205,0.477450661307293,-1.53432498893902,"male"
"249",-1.45007905934148,1.89756995954751,-1.10095705513383,1.07080441620851,-0.683217566091029,0.765930370450536,-1.6303378477043,"male"
"250",-2.0355344833843,1.76748600061488,-2.64093911356219,2.31226883204225,-1.56608601155128,0.54045650924106,-1.98509832224376,"male"
"251",-1.89576177739075,1.88981842760245,-2.2490874058355,1.99358914912228,-1.33048697547543,0.573227588528933,-1.81782284277768,"male"
"252",-1.55666299049276,1.85837064836946,-1.65817566269587,1.38326648237327,-0.442515882012222,0.977559210287142,-1.3929205120149,"male"
"253",-1.81433766274812,1.87073823604805,-1.86738585974079,1.65067871643039,-1.06413758072664,0.7151469014822,-1.6584931850103,"male"
"254",-1.69113205970976,1.66894105537222,-1.25140166731012,0.963319333332391,-1.05543261931061,0.516915320947546,-1.1556548638905,"male"
"255",-1.66507335558991,1.81444238520558,-1.54897402548505,1.39694264488456,-0.929207862620726,0.685691503206846,-1.41697786222638,"male"
"258",1.34351951623815,-0.571808019368665,1.56666924340869,-1.17990204171504,-1.02691204072626,-1.58418882743178,-0.799541430875436,"male"
"261",1.49327593313169,-0.664614446049077,1.77249137566293,-1.41294511275051,-1.08686834740384,-1.62540411499499,-0.493649618746239,"male"
"262",1.41003294507281,-0.746377269360068,1.76859695239855,-1.46011748249635,-1.32171838530569,-1.63924604499773,-0.543334187875876,"male"
"263",1.40223979418181,-0.58689951324747,1.61700704187677,-1.22854527440273,-0.93332528652919,-1.23577002396622,-0.497726526495439,"male"
"265",1.33450413502502,-0.781721963120038,1.63360641904927,-1.32733829212246,-1.00993506879786,-1.52399676257161,-0.990978156596037,"male"
"266",1.36969398877351,-0.560692929164184,1.51607945435144,-1.11472560227237,-0.874698242844956,-1.52547630262291,-0.569173030478679,"male"
"267",-1.15071557966137,0.885398685530723,-0.982880885492962,0.461236245704915,1.15839094719226,1.32439809901897,-1.48784804276121,"male"
"268",-1.0198106796063,1.02765749537849,-0.728344236604173,0.697715698787299,1.18730779677714,1.25553068105272,-0.842266658530007,"male"
"269",-1.33730189479622,0.996456325646918,-1.04020536295405,0.562344840836413,1.14802314081484,1.35820223835381,-1.38765582422771,"male"
"271",-1.29984392394563,0.856156413679068,-0.949481421573111,0.569245825868736,1.0110046305633,1.15911904194583,-1.04861814752068,"male"
"272",-1.16715117204372,0.991171164723686,-0.963438297623651,0.754037225150157,1.35765831378951,1.54970977937384,-0.807487523882406,"male"
"274",-1.4138296997374,0.845110648368154,-0.994551834556406,0.470098410548059,1.15970241014444,1.38983878774957,-1.19411817331965,"male"
"275",-1.26501076397228,0.871394174890976,-0.991755238963142,0.4395758731076,0.907458588591933,0.985030484480649,-1.3714675549715,"male"
"276",-0.986237750603463,1.12170917107959,-0.903749718306728,0.819478107388283,1.54321947175175,1.80986172221412,-1.19031785614206,"male"
"277",-0.474781181548995,0.897435086730199,-0.618606307037985,0.845677699604286,0.898192024322691,0.741110336545207,-0.863021305751175,"male"
"278",-0.583438381213447,1.01393659196729,-0.721401543501363,0.767054459673322,0.785188999160682,0.723847184193732,-1.04851745026322,"male"
"279",-0.709366832173132,0.940367317316507,-0.80210075500835,0.725133836155877,1.28212755130885,1.39227205880166,-0.605695640747835,"male"
"280",-0.472068212227721,0.878915509243719,-0.775770707430451,0.800920538614567,1.04773037319949,0.969322932658221,-1.05846954471525,"male"
"281",-0.519389432749351,1.07200214819738,-0.708615981483627,0.845269010546214,1.13783487728552,1.19441494205821,-0.764531389094135,"male"
"282",-0.459211395826844,0.892452989742331,-0.698330183182731,0.655602055757404,1.11651142459664,1.07944328689661,-1.07088980058629,"male"
"283",-0.504176519303574,1.19213394047239,-0.670309548895336,0.894492105790655,1.50756652596402,1.70422151261105,-0.41526816177057,"male"
"284",-0.375405430952277,0.954277575525461,-0.541343576209008,0.810116047957417,0.407682178194887,0.686366260119632,-0.642246809044495,"male"
"285",-0.530173388112718,1.14380633603282,-0.703079118935424,0.820302265986213,1.0523388310668,1.20241050555524,-1.26190786881065,"male"
"287",-0.38646363166004,0.703696047827481,-0.452976654555533,0.703372757598148,1.19286219041555,0.994759565854551,-0.911834966667782,"male"
"288",-0.652226842825582,0.56239686025752,-0.451088468199936,0.243005357456776,1.44822686420889,1.4561554744041,-0.838484812000424,"male"
"290",-0.317443385759797,0.300171984291308,-0.395086751464799,0.553000977290559,0.763777372635675,0.353424171498961,-0.426831424703427,"male"
"291",-3.51648487515924,1.95005043426234,-2.83595128189318,1.22371155737448,-1.83701657720973,0.0164040518794481,-1.11014744862072,"male"
"292",-4.43389444236364,0.783164938621891,-2.7162614894914,-0.801010057967567,-1.43812180494503,-0.606263217231874,-1.32115735522211,"male"
"293",-4.0531379321189,0.94345091313977,-2.71320258511436,-0.391032943699609,-0.49662522186219,0.0592420620864966,-1.20114897162156,"male"
"294",-2.78906218254573,2.19817890856404,-2.70435435418733,1.54813639813687,-0.366940926213559,0.705025069233432,-1.64449978518217,"male"
"295",-3.9683448688156,1.84740466135354,-2.84874155532221,0.733201395385776,-2.41169113464759,-0.443026506446421,-1.33203327863243,"male"
